phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,h2_h3_structure,word_count,language,publication_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_links,image_count,images_missing_alt,images_missing_dimensions,page_depth,orphan,sitemap_inclusion,duplicate_title,duplicate_description,content_sha256
baseline,https://robertdevore.com/page/5/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/5/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
baseline,https://robertdevore.com/page/6/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/6/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
baseline,https://robertdevore.com/page/7/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/7/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
baseline,https://robertdevore.com/page/8/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/8/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
baseline,https://robertdevore.com/page/9/,generated listing/archive,pagination,200,200,True,"index, follow (default)",https://robertdevore.com/page/9/,200,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,"Systems, tools, and writing for work that has to hold up.","H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,en,,,Robert DeVore,False,Organization; WebSite,0,26,8,0,2,0,1,unreachable,True,True,True,True,c56b6cbe39905a403d35940cab868a471abae2848129437d19241fed5ad6be2f
baseline,https://robertdevore.com/patience/,content/posts/patience.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/patience/,200,Patience | Robert DeVore,24,"The concept of not getting what I want right now, without having to wait, has been completely lost on me. I'm eager for the results, and a lot of the time, I lose any patience that's required in order to get the results…",220,Patience,H2: Expecting the unexpected | H2: Finding success in patience | H2: Related Reading,709,en,2016-01-21,,Robert DeVore,True,BlogPosting; Organization; Person,5,21,3,0,1,0,0,3,False,True,False,False,19232570e1d392220131d75ffb655b631a210d73a9a17d53d3403569dea7d3cb
baseline,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,content/posts/peddle-free-wordpress-theme-for-easy-digital-downloads.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,200,Peddle | Robert DeVore,22,"Pushing your product online is about to get a lot easier. Today I am releasing my newest WordPress theme, Peddle** , into the wild. It's a free WordPress theme that fully integrates with the Easy Digital Downloads…",214,Peddle,H2: Demo & Download | H2: Under the hood | H2: Credits & Thank-you's | H2: The road ahead | H2: Related Reading,981,en,2015-09-10,,Robert DeVore,True,BlogPosting; Organization; Person,6,20,17,0,4,0,3,3,False,True,False,False,3324f6ddf9dc28dc152ecd66bb0d17545ddf926e3e41ca3b1e9d03c9704a9164
baseline,https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,content/posts/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,200,Plan. Prompt. Publish. A Practical Guide to Creating Beautifully Useful Content with AI | Robert DeVore,103,"Most people use AI to make bad content faster. This guide flips that on its head. Over the next 9 days, I'm breaking down a complete system for using AI to create content that's actually worth reading - content that…",216,Plan. Prompt. Publish. A Practical Guide to Creating Beautifully Useful Content with AI,H2: Why This Guide Exists | H2: What You’ll Learn (And When) | H3: PLAN (Days 1-3) | H3: PROMPT (Days 4-6) | H3: PUBLISH (Days 7-9) | H2: Who This Guide Is For | H2: What You’ll Walk Away With | H2: Want the Bundle? 🤔 | H2: What’s Next | H2: Related Reading,688,en,2025-05-18,,Robert DeVore,True,BlogPosting; Organization; Person,16,27,2,0,5,0,4,3,False,True,False,False,551a644c61f16c9d29e2fb65b31ced5bfbd81e9e64d2619adf40ee75bbb59464
baseline,https://robertdevore.com/projects/,templates/page-projects.html,project-index,200,200,True,"index, follow (default)",https://robertdevore.com/projects/,200,Projects | Robert DeVore,24,"Software systems, developer tools, agentic workflows, and technical writing.",76,Projects,H2: Kujo | H2: Active Systems | H3: Strata | H3: Snips | H3: RepoRadar | H2: More Built Tools,190,en,,,Robert DeVore,False,Organization; WebSite,392,13,33,0,1,0,0,1,False,True,False,True,b24088511c0a8dfec92a4e2e6178f17dfc201cfb4fabdf0f5bab0526d3d66150
baseline,https://robertdevore.com/projects/agents-sdk/,content/projects/agents-sdk.md,project,200,200,True,"index, follow (default)",https://robertdevore.com/projects/agents-sdk/,200,Kujo Agents SDK | Robert DeVore,31,"Runtime primitives and examples for building bounded, testable agents with Kujo.",80,Kujo Agents SDK,H2: Why Agents SDK exists | H2: What it provides | H2: Run the offline proof | H2: Current boundary,197,en,2026-07-10,,Robert DeVore,True,BlogPosting; Organization; Person,0,14,3,0,1,0,0,unreachable,True,True,False,False,508bab644456ef13d498653ea873c06024e650a7e5b20b8d93305fba08ff07b2
baseline,https://robertdevore.com/projects/dispatch/,content/projects/dispatch.md,project,200,200,True,"index, follow (default)",https://robertdevore.com/projects/dispatch/,200,Dispatch | Robert DeVore,24,"Reliable AI workflow orchestration with resumable runs, approvals, policies, and trace artifacts.",97,Dispatch,H2: Why Dispatch exists | H2: What it provides | H2: Run a fixture workflow | H2: Current boundary,191,en,2026-07-10,,Robert DeVore,True,BlogPosting; Organization; Person,0,14,3,0,1,0,0,unreachable,True,True,False,False,ce146fa65fa0f4e76a0299277ce2470d9085430dacf1c69f8a7d06d030d61d71
baseline,https://robertdevore.com/projects/kujo/,content/projects/kujo.md,project,200,200,True,"index, follow (default)",https://robertdevore.com/projects/kujo/,200,Kujo | Robert DeVore,20,The programming language and ecosystem at the center of Robert DeVore's current systems work.,93,Kujo,H2: Why Kujo exists | H2: What it provides | H2: Start from source | H2: Current boundary,224,en,2026-07-10,,Robert DeVore,True,BlogPosting; Organization; Person,13,14,4,0,1,0,0,1,False,True,False,False,bac519203ce13d48111976aa876bd8b23218116b0ea1eb383363ee42f41d1f4a
baseline,https://robertdevore.com/projects/lens/,content/projects/lens.md,project,200,200,True,"index, follow (default)",https://robertdevore.com/projects/lens/,200,Lens | Robert DeVore,20,Deterministic browser and visual QA workflows for local web projects.,69,Lens,H2: Why Lens exists | H2: What it provides | H2: Check a local page | H2: Current boundary,177,en,2026-07-10,,Robert DeVore,True,BlogPosting; Organization; Person,0,14,3,0,1,0,0,unreachable,True,True,False,False,68b8555c66bbb9278fb509907121915d29d212c40345d6971bdb176d677c2315
baseline,https://robertdevore.com/projects/sitekit/,content/projects/sitekit.md,project,200,200,True,"index, follow (default)",https://robertdevore.com/projects/sitekit/,200,SiteKit | Robert DeVore,23,"An AI-readable, human-verifiable design system and semantic component library.",78,SiteKit,H2: Why SiteKit exists | H2: What it provides | H2: Verify the source model | H2: Current boundary,206,en,2026-07-10,,Robert DeVore,True,BlogPosting; Organization; Person,0,14,3,0,1,0,0,unreachable,True,True,False,False,23520d0610a47b0059e5121951bfb8874baf9766c8c1f961705970cc409b8b5f
baseline,https://robertdevore.com/projects/ssg/,content/projects/ssg.md,project,200,200,True,"index, follow (default)",https://robertdevore.com/projects/ssg/,200,Kujo SSG | Robert DeVore,24,"A deterministic static-site generator with visible content, templates, metadata, feeds, and release checks.",107,Kujo SSG,H2: Why Kujo SSG exists | H2: What it provides | H2: Build a site | H2: Current boundary,195,en,2026-07-10,,Robert DeVore,True,BlogPosting; Organization; Person,0,14,3,0,1,0,0,unreachable,True,True,False,False,6178934ceb948de301ff13e507bc37a59739c40492bde358bf45a1e1643971ab
baseline,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,content/posts/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,200,Release Notes: Back In Stock Notifications for WooCommerce® (free) v1.0.1 | Robert DeVore,89,"I’m happy to announce the release of Back In Stock Notifications for WooCommerce® (free) v1.0.1 ! This release focuses on improving the plugin’s performance, especially for sites that manage large volumes of waitlisted…",219,Release Notes: Back In Stock Notifications for WooCommerce® (free) v1.0.1,H2: Key Updates in v1.0.1 | H3: 1. Optimized Notification Handling in bisn_notify_waitlist_on_restock | H3: 2. Improved CSV Export with Batching in bisn_export_csv | H2: How These Updates Benefit You | H2: Upgrade Instructions | H2: Related Reading,455,en,2024-11-05,,Robert DeVore,True,BlogPosting; Organization; Person,6,20,3,0,5,0,4,3,False,True,False,False,c48b72bb33d8f1b1fda4f1e887e93b5fa251273e51632a450d877e72ece864eb
baseline,https://robertdevore.com/relentless/,content/posts/relentless.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/relentless/,200,Relentless | Robert DeVore,26,"I will hold $1,000,000 in my hands. Bold statement, right? Well, if fortune favors the bold, I plan on cashing in on it. I understand that overnight success doesn't mean that tomorrow morning I'll wake up and be rich.…",218,Relentless,H2: Daily work | H2: Weekly goals | H2: Monthly maintenance | H2: Physical Fitness | H2: Key takeaway | H2: Related Reading,1010,en,2016-11-03,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,11,0,1,0,0,3,False,True,False,False,490b2670a00a6d0bf46ee62bbaa527f01d06a6362bbe69b593fee5de79b96164
baseline,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,content/posts/rethinking-keyword-research-in-the-age-of-ai.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,200,Rethinking Keyword Research in the Age of AI | Robert DeVore,60,"Most people think keyword research means opening up Ahrefs , dumping out a spreadsheet, and calling it a day. That’s not strategy – that’s inventory . I believe that with the help of AI you can go way beyond the surface…",220,Rethinking Keyword Research in the Age of AI,"H2: Keywords Aren’t Strategy – They’re Clues | H2: The Short Report? All Surface, No Soul | H2: The Long Report? Messy, but Valuable | H2: Real Strategy Is Messy (and That’s Okay) | H2: Insight > Keywords Every Time | H2: Strategy Isn’t Optional – It’s The Only Game | H2: If You’re Just Chasing Keywords, You’re Already Behind | H2: Related Reading",797,en,2025-04-03,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,6,0,6,0,5,3,False,True,False,False,78d2d14b8487ed653318f6ac1ff77438b5f464de50eab5e127bfa14cc7afc553
baseline,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,content/posts/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,200,Reusable Flask Error Handling: A Step-by-Step Guide to Modular HTTP Error Responses | Robert DeVore,99,"I don’t know about you, but in code and in real life, I hate repeating myself 🤦‍♂️ And after building the Savage Scanner and Vuln Search apps, I realized quickly that I’ll be creating a lot of the same code for my Flask…",220,Reusable Flask Error Handling: A Step-by-Step Guide to Modular HTTP Error Responses,H2: Step 1: Set Up the errors.py Module | H3: Code for errors.py | H2: Step 2: Integrate the errors.py Module | H3: Code for app.py | H2: Step 3: Create Error Templates | H3: HTML Template for 404.html | H3: Other Templates | H2: Step 4: Testing the Error Handlers | H2: Step 5: Advanced Enhancements | H2: Wrapping up | H2: Related Reading,810,en,2025-01-02,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,4,0,1,0,0,3,False,True,False,False,a13587283c2d22a31044a413d426a0f7b7c82bc2e3e0550e8d28f646725afb0c
baseline,https://robertdevore.com/run-a-tor-relay/,content/posts/run-a-tor-relay.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/run-a-tor-relay/,200,Run a Tor relay | Robert DeVore,31,"Tor is an important tool for your privacy, security and freedom of speech. In an increasingly Orwellian world, Tor has become one of the most important tools, in my opinion, for you to be truly free online. I would like…",220,Run a Tor relay,H2: What is a Tor relay? | H2: Getting started with Digital Ocean | H3: Creating your Droplet | H2: Setting up your Tor relay | H2: My thoughts on the process | H3: Thank You's | H2: Related Reading,1205,en,2015-08-15,,Robert DeVore,True,BlogPosting; Organization; Person,5,21,15,0,8,0,7,3,False,True,False,False,0bd76b3f20ea38f62b6bb0853fbf5ccece94b7f939c59ea4726a273fc7e894a7
baseline,https://robertdevore.com/say-goodbye-to-wordpress/,content/posts/say-goodbye-to-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/say-goodbye-to-wordpress/,200,Say Goodbye to WordPress | Robert DeVore,40,"I’ve spent the past two decades working in the WordPress ecosystem – building, fixing, debugging, migrating, and patching sites for clients large and small. Here’s what I’ve learned: Most of those sites never needed…",216,Say Goodbye to WordPress,H2: 🧠 Who Should Migrate? | H2: ⚙️ WordPress vs. Stattic: A Breakdown | H2: 🧭 Why I’m Doing This (and Why Now) | H2: ⚠️ Why You Can’t Afford to Wait | H2: ✅ What You Get | H2: 🎯 Ready to Move? | H2: Control is the Real Luxury | H2: Related Reading,884,en,2025-05-12,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,3,0,2,0,1,3,False,True,False,False,4bfe9a4e64aaf7139f8557928c85c7473e0f381e04825c6599ece8bf87a85cdf
baseline,https://robertdevore.com/set-featured-images-programatically-wordpress/,content/posts/set-featured-images-programatically-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/set-featured-images-programatically-wordpress/,200,Set Featured Images Programmatically in WordPress | Robert DeVore,65,"Recently, I found myself needing to auto-set 300+ featured images for a customers WooCommerce store. After the initial panic phased itself out, I took a couple of deep breathes and realized I've done a few kinda-sorta…",218,Set Featured Images Programmatically in WordPress,H2: Why set featured images programmatically? | H2: The Code | H2: Download the plugin from Github | H2: Related Reading,434,en,2018-04-03,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,4,0,3,0,2,3,False,True,False,False,322ba64e6f1baa57784e34e9e4c676e27ae8729ad7063c9422a0942104c5f912
baseline,https://robertdevore.com/slackedd/,content/posts/slackedd.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/slackedd/,200,Slackedd | Robert DeVore,24,"Towards the end of last year, I tweeted that I was working on something with the Easy Digital Downloads payment success function, and today I am able to share the fruits of that labor. Slackedd WordPress plugin Receive…",219,Slackedd,H2: Slackedd WordPress plugin | H2: Automatic Updates from Github | H2: Installation | H2: Screenshots | H2: Thank you's | H2: Download | H2: Contribute | H2: Related Reading,601,en,2016-02-01,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,15,0,4,0,3,3,False,True,False,False,e82b935345aa6e78440fb89a36b0fd2482064240168a43ca4df8e1470dd419b4
baseline,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,content/posts/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,200,Just Released: Stattic v.0.3.0 | Robert DeVore,46,"Another release. Another step forward. Stattic v0.3.0 isn’t a flashy overhaul – it’s a focused upgrade that makes the core tighter, the output cleaner, and the tooling smarter. Here’s what’s new (and why it matters): 📦…",219,Just Released: Stattic v.0.3.0,H2: 📦 llms.txt Generator | H2: 🧹 9 Methods Deleted | H2: ⚡ GIF Optimization (Without the Lag) | H2: 📑 Sort by Front Matter order | H2: 🏠 Smarter Index + Blog Routing | H2: 🔗 Misc Fixes & Cleanup | H2: v0.3.0 TL;DR | H2: Related Reading,417,en,2025-05-19,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,4,0,1,0,0,3,False,True,False,False,e30b80a56e466b9a930718e6d6a2d5aa1204498611243844fe39ce6f7266f4d5
baseline,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,content/posts/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,200,Stattic v1.0: The World’s Fastest Python-based Static Site Generator | Robert DeVore,84,"Over the last few months, I’ve gone all-in on Python. Not just because it's powerful - but because it’s accessible. I've been building tools , writing tutorials , dropping full cipher projects , and even releasing a…",216,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,H2: What’s New in Stattic v1.0.0 | H3: 🔧 Core Overhaul | H3: 🔐 Security Upgrades | H3: ⚡ Speed & Performance | H3: 🎨 UX & Templates | H3: ⚙️ Config & CLI | H3: 🧹 Code Cleanup | H2: Breaking Changes (Read This) | H2: So what’s next? 🤔 | H2: Related Reading,635,en,2025-06-20,,Robert DeVore,True,BlogPosting; Organization; Person,150,21,14,0,1,0,0,1,False,True,False,False,8616fb5724defb0f05f92f3a3359e0b0fc86145f81d3634dde200499638afbe8
baseline,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,content/posts/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,200,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford | Robert DeVore,105,"If you run an agency – whether it’s maintenance, web development, marketing, branding, or anything in between – you probably think security is someone else’s problem. Spoiler alert: it’s yours. You build websites, run…",218,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford,"H2: Your Clients Will Blame YOU for Security Failures | H2: A Single Breach Can Kill Your Reputation | H2: You’re Holding Sensitive Client Data (Whether You Realize It or Not) | H2: Your Third-Party Tools Could Be the Weak Link | H2: If Your Agency Gets Hacked, It’s Game Over | H2: A Security Audit Costs Less Than Cleaning Up a Breach | H2: Clients Pay More for Agencies That Actually Give a Shit About Security | H2: A Security Audit Gives You a Clear, Actionable Plan | H2: Don’t Wait Until It’s Too Late – Get a Security Audit Now | H2: Related Reading",918,en,2025-02-14,,Robert DeVore,True,BlogPosting; Organization; Person,5,23,2,5,10,0,9,3,False,True,False,False,5ab2f7b785c5546218b9d00142d094de94a09bd2575f3eea37926b039d80d74e
baseline,https://robertdevore.com/tag/,generated listing/archive,tag-archive,200,200,True,"index, follow (default)",https://robertdevore.com/tag/,200,Tag | Robert DeVore,19,"Software systems, developer tools, agentic workflows, and technical writing.",76,Tags,H2: Engineering | H2: WordPress | H2: WooCommerce | H2: AI | H2: Archive | H2: Essays,159,en,,,Robert DeVore,False,Organization; WebSite,0,30,2,0,1,0,0,unreachable,True,True,False,True,9e448eeb41714d4f112a35a469421ef428da86e0e971057af729bc47cc1cf48a
baseline,https://robertdevore.com/tag/ai/,content/tag/ai.md,tag-archive,200,200,True,"index, follow (default)",https://robertdevore.com/tag/ai/,200,AI | Robert DeVore,18,Writing filed under AI.,23,AI,H2: Articles,142,en,2025-05-27,,Robert DeVore,False,BlogPosting; Organization; Person,17,25,2,0,1,0,0,2,False,True,False,False,cd67f8f561fad38cd1b99e85b514c0b0ebe382eb3df751f7710b58b1b339c027
baseline,https://robertdevore.com/tag/archive/,content/tag/archive.md,tag-archive,200,200,True,"index, follow (default)",https://robertdevore.com/tag/archive/,200,Archive | Robert DeVore,23,Writing filed under Archive.,28,Archive,H2: Articles,16,en,2016-12-20,,Robert DeVore,False,BlogPosting; Organization; Person,3,15,2,0,1,0,0,unreachable,False,True,False,False,26a66b07029ad30e4d24fa15d83877c522334e276faafef331dde5fa11ebbed7
baseline,https://robertdevore.com/tag/engineering/,content/tag/engineering.md,tag-archive,200,200,True,"index, follow (default)",https://robertdevore.com/tag/engineering/,200,Engineering | Robert DeVore,27,Writing filed under Engineering.,32,Engineering,H2: Articles,86,en,2025-07-03,,Robert DeVore,False,BlogPosting; Organization; Person,14,22,2,0,1,0,0,2,False,True,False,False,0e80419c58a22672e64ebfa557814dbf6b8841bb3b777d77ae25b840da83b730
baseline,https://robertdevore.com/tag/essays/,content/tag/essays.md,tag-archive,200,200,True,"index, follow (default)",https://robertdevore.com/tag/essays/,200,Essays | Robert DeVore,22,Writing filed under Essays.,27,Essays,H2: Articles,8,en,2016-06-21,,Robert DeVore,False,BlogPosting; Organization; Person,4,13,2,0,1,0,0,5,False,True,False,False,eac1e2ae81b2e1f94cfe12fddfb9f0e03254ebe41c0063db07add041e8ffdb42
baseline,https://robertdevore.com/tag/woocommerce/,content/tag/woocommerce.md,tag-archive,200,200,True,"index, follow (default)",https://robertdevore.com/tag/woocommerce/,200,WooCommerce | Robert DeVore,27,Writing filed under WooCommerce.,32,WooCommerce,H2: Articles,240,en,2025-06-18,,Robert DeVore,False,BlogPosting; Organization; Person,34,43,2,0,1,0,0,3,False,True,False,False,9e52c514f4f724a22a3cc91b499e3b00b9609c9ed82395100fede00ac23ce051
baseline,https://robertdevore.com/tag/wordpress/,content/tag/wordpress.md,tag-archive,200,200,True,"index, follow (default)",https://robertdevore.com/tag/wordpress/,200,WordPress | Robert DeVore,25,Writing filed under WordPress.,30,WordPress,H2: Articles,811,en,2025-06-20,,Robert DeVore,False,BlogPosting; Organization; Person,113,122,2,0,1,0,0,2,False,True,True,True,aaa2cd8896c9b50c088239a39845b8e8682ff5d1c5310260576d59e354dbc6c9
baseline,https://robertdevore.com/thank-you-wordpress/,content/posts/thank-you-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/thank-you-wordpress/,200,Thank You WordPress | Robert DeVore,35,"WordPress version 1.5, named Strayhorn after the pianist Billy Strayhorn because "" we thought he was perfect to represent the power and elegance of this release"" was released February 17th, 2002._ _ That seems to hold…",218,Thank You WordPress,H2: WordPress saved my life | H2: Thank you WordPress | H2: Related Reading,514,en,2018-05-27,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,8,0,1,0,0,3,False,True,False,False,eb62e53943c0b969f91a1ed24a3a954358a58c9c7b3cfbf09eddca4010235057
baseline,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,content/posts/the-fastest-way-for-php-devs-to-learn-python.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,200,The Fastest Way for PHP Devs to Learn Python | Robert DeVore,60,"So you’ve been writing PHP for years, maybe shipping WordPress® sites, WooCommerce® stores, or custom plugins. Now you’re stepping into the Python world – maybe because you found Stattic and realized you don’t need a…",217,The Fastest Way for PHP Devs to Learn Python,H2: 1. Variables Are Loosely Typed and Dynamically Assigned | H2: 2. Functions Work the Same | H2: 3. Associative Arrays = Dictionaries | H2: 4. Control Structures Feel Familiar | H2: 5. Loops Are Straightforward | H2: 6. String Concatenation Works as Expected | H2: 7. Truthy Logic Is Nearly Identical | H2: 8. You Can Organize Code Into Reusable Modules | H2: 9. Object-Oriented Programming Is Available (and Optional) | H2: 10. Ternary Syntax Exists and Is Readable | H2: Bonus: Jinja2 Templates Look a Lot Like PHP | H2: Continuing your Python journey | H2: Related Reading,732,en,2025-06-18,,Robert DeVore,True,BlogPosting; Organization; Person,115,19,7,0,1,0,0,2,False,True,False,False,b5e3629bd2e2bef283224d44e1ec5edfde5e738374f08fb1be5da3a53ec810d2
baseline,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,content/posts/the-past-present-and-future-of-wp-dispensary.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,200,"The past, present and future of WP Dispensary | Robert DeVore",61,"It’s been nearly 7 years since I first released WP Dispensary 😲 On November 26th, 2015 I published this article announcing to the world that I built the first cannabis menu plugin for WordPress. Needless to say, it was…",219,"The past, present and future of WP Dispensary",H2: What’s been happening? | H2: What’s coming next? | H2: Related Reading,606,en,2022-08-14,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,10,0,6,0,5,3,False,True,False,False,ea0df229d8298caa676372ee931b973dbfdbbd8f6b6a7bd99da4c642805af473
