phase,priority,category,affected_pages,evidence,expected_benefit,confidence,difficulty,recommended_action,status
baseline,P3,metadata,https://robertdevore.com/tag/wordpress/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/wordpress/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/thank-you-wordpress/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/thank-you-wordpress/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/twitter-marketing/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/twitter-marketing/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,crawlability,https://robertdevore.com/twitter-marketing/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/two-years-building-wp-dispensary/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/two-years-building-wp-dispensary/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/what-makes-content-beautifully-useful/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/what-makes-content-beautifully-useful/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,crawlability,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,4 broken internal links,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/woocommerce-dispensary-details-plugin/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/woocommerce-dispensary-details-plugin/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,crawlability,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,1 broken internal links,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wp-dispensary-v2/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wp-dispensary-v2/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wp-dispensary/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wp-dispensary/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,crawlability,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,1 broken internal links,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wtf-is-wordpress/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/wtf-is-wordpress/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,crawlability,https://robertdevore.com/wtf-is-wordpress/,1 broken internal links,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/zero-cool-cli-a-hackers-terminal-from-1995/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/zero-cool-cli-a-hackers-terminal-from-1995/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,infrastructure,https://www.robertdevore.com/,HTTPS www hostname returned HTTP 521 on repeated public probes,consolidate hostname signals and prevent failed legacy visits,high,medium,fix Cloudflare/DNS/origin routing and permanently redirect www to apex,open
baseline,P2,measurement,site-wide,"Search Console, Bing Webmaster Tools, analytics/logs, field CWV, and independent AI answer data unavailable",measure organic and AI-search outcomes without inference,high,medium,grant read access and preserve 7/28/60/90-day comparison exports,open
after,P3,crawlability,https://robertdevore.com/blog/page/6/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
after,P3,crawlability,https://robertdevore.com/blog/page/7/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
after,P3,crawlability,https://robertdevore.com/blog/page/8/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
after,P3,crawlability,https://robertdevore.com/blog/page/9/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
after,P3,crawlability,https://robertdevore.com/invest-in-yourself/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
after,P3,crawlability,https://robertdevore.com/making-up-for-lost-time/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
after,P3,crawlability,https://robertdevore.com/organized-chaos/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
after,P3,crawlability,https://robertdevore.com/twitter-marketing/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
after,P1,infrastructure,https://www.robertdevore.com/,HTTPS www hostname returned HTTP 521 on repeated public probes,consolidate hostname signals and prevent failed legacy visits,high,medium,fix Cloudflare/DNS/origin routing and permanently redirect www to apex,open
after,P2,measurement,site-wide,"Search Console, Bing Webmaster Tools, analytics/logs, field CWV, and independent AI answer data unavailable",measure organic and AI-search outcomes without inference,high,medium,grant read access and preserve 7/28/60/90-day comparison exports,open
after,P2,external links,historical article archive,153 failing external-link instances across 106 unique observed destinations,improve reader trust and citation integrity,medium,high,"manually verify context and update, annotate, or remove stale destinations",open
