phase,url,source_file,page_type,title,title_length,meta_description,description_length,canonical,robots_directives,lang,author,og_title,og_description,og_url,og_type,og_image,twitter_card,twitter_title,twitter_description,twitter_image,duplicate_title,duplicate_description,issues
baseline,https://robertdevore.com/,templates/page-home.html,homepage,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,https://robertdevore.com/,"index, follow (default)",en,Robert DeVore,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",https://robertdevore.com/,website,,summary_large_image,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",,True,True,duplicate title; duplicate description; legacy meta keywords present; large Twitter card has no image
after,https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,content/posts/introducing-vertical-gallery-product-display-for-woocommerce.md,article,Introducing Vertical Gallery Product Display for WooCommerce® | Robert DeVore,77,"I’m thrilled to announce the release of my latest WordPress plugin, Vertical Gallery Product Display for WooCommerce® . This plugin is designed to enhance the shopping experience by transforming the WooCommerce® product…",220,https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,"index, follow (default)",en,Robert DeVore,Introducing Vertical Gallery Product Display for WooCommerce®,"I’m thrilled to announce the release of my latest WordPress plugin, Vertical Gallery Product Display for WooCommerce® . This plugin is designed to enhance the shopping experience by transforming the WooCommerce® product…",https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,article,,summary,Introducing Vertical Gallery Product Display for WooCommerce®,"I’m thrilled to announce the release of my latest WordPress plugin, Vertical Gallery Product Display for WooCommerce® . This plugin is designed to enhance the shopping experience by transforming the WooCommerce® product…",,False,False,
after,https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,content/posts/introducing-widget-usage-tracker-for-elementor.md,article,Introducing Widget Usage Tracker for Elementor | Robert DeVore,62,"Another day, another plugin release 💪 I’m happy to launch Widget Usage Tracker for Elementor , a WordPress® plugin designed to help you monitor and analyze the usage of Elementor widgets across your website. Whether…",216,https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,"index, follow (default)",en,Robert DeVore,Introducing Widget Usage Tracker for Elementor,"Another day, another plugin release 💪 I’m happy to launch Widget Usage Tracker for Elementor , a WordPress® plugin designed to help you monitor and analyze the usage of Elementor widgets across your website. Whether…",https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,article,,summary,Introducing Widget Usage Tracker for Elementor,"Another day, another plugin release 💪 I’m happy to launch Widget Usage Tracker for Elementor , a WordPress® plugin designed to help you monitor and analyze the usage of Elementor widgets across your website. Whether…",,False,False,
after,https://robertdevore.com/invest-in-yourself/,content/posts/invest-in-yourself.md,article,Invest in Yourself | Robert DeVore,34,"When it comes to building something that you want to turn into a business and earn a living from, there's a lot of paths to success. Sometimes you go viral because one specific person tweeted you. Other times there's…",217,https://robertdevore.com/invest-in-yourself/,"index, follow (default)",en,Robert DeVore,Invest in Yourself,"When it comes to building something that you want to turn into a business and earn a living from, there's a lot of paths to success. Sometimes you go viral because one specific person tweeted you. Other times there's…",https://robertdevore.com/invest-in-yourself/,article,,summary,Invest in Yourself,"When it comes to building something that you want to turn into a business and earn a living from, there's a lot of paths to success. Sometimes you go viral because one specific person tweeted you. Other times there's…",,False,False,
after,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,content/posts/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry.md,article,"Kevin Michael Geary: A Hidden History of Hate, Racism, and Bigotry | Robert DeVore",82,"⚠ Content Warning: This article contains archived examples of racism, sexism, ableism, and hateful language used by Kevin Michael Geary. Reader discretion is advised. Introduction: Who is Kevin Michael Geary? Kevin…",215,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,"index, follow (default)",en,Robert DeVore,"Kevin Michael Geary: A Hidden History of Hate, Racism, and Bigotry","⚠ Content Warning: This article contains archived examples of racism, sexism, ableism, and hateful language used by Kevin Michael Geary. Reader discretion is advised. Introduction: Who is Kevin Michael Geary? Kevin…",https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,article,,summary,"Kevin Michael Geary: A Hidden History of Hate, Racism, and Bigotry","⚠ Content Warning: This article contains archived examples of racism, sexism, ableism, and hateful language used by Kevin Michael Geary. Reader discretion is advised. Introduction: Who is Kevin Michael Geary? Kevin…",,False,False,
after,https://robertdevore.com/leafly-reviews-wordpress-plugin/,content/posts/leafly-reviews-wordpress-plugin.md,article,Leafly Reviews | Robert DeVore,30,"You know those moments in your life where you step back and look around, knowing that things are about to change? Yeah, I'm having one of those moments right now. I've wrote a lot of code in my lifetime and customized…",218,https://robertdevore.com/leafly-reviews-wordpress-plugin/,"index, follow (default)",en,Robert DeVore,Leafly Reviews,"You know those moments in your life where you step back and look around, knowing that things are about to change? Yeah, I'm having one of those moments right now. I've wrote a lot of code in my lifetime and customized…",https://robertdevore.com/leafly-reviews-wordpress-plugin/,article,,summary,Leafly Reviews,"You know those moments in your life where you step back and look around, knowing that things are about to change? Yeah, I'm having one of those moments right now. I've wrote a lot of code in my lifetime and customized…",,False,False,
after,https://robertdevore.com/leap-the-code-of-extreme-leadership/,content/posts/leap-the-code-of-extreme-leadership.md,article,LEAP: The Code of Extreme Leadership | Robert DeVore,52,"In a world drowning in bloat and broken systems, leadership needs more than charisma. It needs a code. A compass. A creed that doesn’t just sound good in a keynote, but works when it’s 2AM and the product still isn’t…",217,https://robertdevore.com/leap-the-code-of-extreme-leadership/,"index, follow (default)",en,Robert DeVore,LEAP: The Code of Extreme Leadership,"In a world drowning in bloat and broken systems, leadership needs more than charisma. It needs a code. A compass. A creed that doesn’t just sound good in a keynote, but works when it’s 2AM and the product still isn’t…",https://robertdevore.com/leap-the-code-of-extreme-leadership/,article,,summary,LEAP: The Code of Extreme Leadership,"In a world drowning in bloat and broken systems, leadership needs more than charisma. It needs a code. A compass. A creed that doesn’t just sound good in a keynote, but works when it’s 2AM and the product still isn’t…",,False,False,
after,https://robertdevore.com/making-up-for-lost-time/,content/posts/making-up-for-lost-time.md,article,Making up for lost time | Robert DeVore,39,"Growing pains are a part of everyone's life. From the time you're little and you wake up in the middle of the night with leg cramps because you're getting taller, to the time you have to bite your tongue when someone…",217,https://robertdevore.com/making-up-for-lost-time/,"index, follow (default)",en,Robert DeVore,Making up for lost time,"Growing pains are a part of everyone's life. From the time you're little and you wake up in the middle of the night with leg cramps because you're getting taller, to the time you have to bite your tongue when someone…",https://robertdevore.com/making-up-for-lost-time/,article,,summary,Making up for lost time,"Growing pains are a part of everyone's life. From the time you're little and you wake up in the middle of the night with leg cramps because you're getting taller, to the time you have to bite your tongue when someone…",,False,False,
after,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,content/posts/mnml-free-minimalist-wordpress-theme.md,article,MNML | Robert DeVore,20,"Minimalism is beautiful. There's something about the clean, airy feeling you get when you look at a design that's truly minimalist in it's execution that makes you feel all warm and fuzzy inside. At least that's how it…",219,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,"index, follow (default)",en,Robert DeVore,MNML,"Minimalism is beautiful. There's something about the clean, airy feeling you get when you look at a design that's truly minimalist in it's execution that makes you feel all warm and fuzzy inside. At least that's how it…",https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,article,,summary,MNML,"Minimalism is beautiful. There's something about the clean, airy feeling you get when you look at a design that's truly minimalist in it's execution that makes you feel all warm and fuzzy inside. At least that's how it…",,False,False,
after,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,content/posts/my-brothers-keeper-sons-of-anarchy-fanfiction.md,article,My Brothers Keeper | Robert DeVore,34,"Creativity comes in many forms. Today, I would like to display another form of creative expression I have been interested in with a Sons of Anarchy fanfiction story. I've wrote fiction for as long as I can remember, and…",220,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,"index, follow (default)",en,Robert DeVore,My Brothers Keeper,"Creativity comes in many forms. Today, I would like to display another form of creative expression I have been interested in with a Sons of Anarchy fanfiction story. I've wrote fiction for as long as I can remember, and…",https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,article,,summary,My Brothers Keeper,"Creativity comes in many forms. Today, I would like to display another form of creative expression I have been interested in with a Sons of Anarchy fanfiction story. I've wrote fiction for as long as I can remember, and…",,False,False,
after,https://robertdevore.com/my-development-projects/,content/posts/my-development-projects.md,article,Recent project updates | Robert DeVore,38,"Since late last year I've been hard at work on various development projects. While I've spent time blogging about each of them here, I haven't updated the posts with new details about each of the projects. This post is…",219,https://robertdevore.com/my-development-projects/,"index, follow (default)",en,Robert DeVore,Recent project updates,"Since late last year I've been hard at work on various development projects. While I've spent time blogging about each of them here, I haven't updated the posts with new details about each of the projects. This post is…",https://robertdevore.com/my-development-projects/,article,,summary,Recent project updates,"Since late last year I've been hard at work on various development projects. While I've spent time blogging about each of them here, I haven't updated the posts with new details about each of the projects. This post is…",,False,False,
after,https://robertdevore.com/open-source-is-anarchism-in-action/,content/posts/open-source-is-anarchism-in-action.md,article,Open Source is Anarchism in Action | Robert DeVore,50,Most people think of anarchism as chaos – burning dumpsters and smashed windows. But real anarchism is far more dangerous to power than broken glass. It’s about building systems without masters. It’s about horizontal…,217,https://robertdevore.com/open-source-is-anarchism-in-action/,"index, follow (default)",en,Robert DeVore,Open Source is Anarchism in Action,Most people think of anarchism as chaos – burning dumpsters and smashed windows. But real anarchism is far more dangerous to power than broken glass. It’s about building systems without masters. It’s about horizontal…,https://robertdevore.com/open-source-is-anarchism-in-action/,article,,summary,Open Source is Anarchism in Action,Most people think of anarchism as chaos – burning dumpsters and smashed windows. But real anarchism is far more dangerous to power than broken glass. It’s about building systems without masters. It’s about horizontal…,,False,False,
after,https://robertdevore.com/organized-chaos/,content/posts/organized-chaos.md,article,Organized Chaos | Robert DeVore,31,"Life is chaotic, and beyond death nothing is ever guaranteed to you. While your goal should never change to fit your current life situation, the path you take to achieve it may have to for reasons far beyond your…",213,https://robertdevore.com/organized-chaos/,"index, follow (default)",en,Robert DeVore,Organized Chaos,"Life is chaotic, and beyond death nothing is ever guaranteed to you. While your goal should never change to fit your current life situation, the path you take to achieve it may have to for reasons far beyond your…",https://robertdevore.com/organized-chaos/,article,,summary,Organized Chaos,"Life is chaotic, and beyond death nothing is ever guaranteed to you. While your goal should never change to fit your current life situation, the path you take to achieve it may have to for reasons far beyond your…",,False,False,
after,https://robertdevore.com/patience/,content/posts/patience.md,article,Patience | Robert DeVore,24,"The concept of not getting what I want right now, without having to wait, has been completely lost on me. I'm eager for the results, and a lot of the time, I lose any patience that's required in order to get the results…",220,https://robertdevore.com/patience/,"index, follow (default)",en,Robert DeVore,Patience,"The concept of not getting what I want right now, without having to wait, has been completely lost on me. I'm eager for the results, and a lot of the time, I lose any patience that's required in order to get the results…",https://robertdevore.com/patience/,article,,summary,Patience,"The concept of not getting what I want right now, without having to wait, has been completely lost on me. I'm eager for the results, and a lot of the time, I lose any patience that's required in order to get the results…",,False,False,
after,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,content/posts/peddle-free-wordpress-theme-for-easy-digital-downloads.md,article,Peddle | Robert DeVore,22,"Pushing your product online is about to get a lot easier. Today I am releasing my newest WordPress theme, Peddle** , into the wild. It's a free WordPress theme that fully integrates with the Easy Digital Downloads…",214,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,"index, follow (default)",en,Robert DeVore,Peddle,"Pushing your product online is about to get a lot easier. Today I am releasing my newest WordPress theme, Peddle** , into the wild. It's a free WordPress theme that fully integrates with the Easy Digital Downloads…",https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,article,,summary,Peddle,"Pushing your product online is about to get a lot easier. Today I am releasing my newest WordPress theme, Peddle** , into the wild. It's a free WordPress theme that fully integrates with the Easy Digital Downloads…",,False,False,
after,https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,content/posts/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai.md,article,Plan. Prompt. Publish. A Practical Guide to Creating Beautifully Useful Content with AI | Robert DeVore,103,"Most people use AI to make bad content faster. This guide flips that on its head. Over the next 9 days, I'm breaking down a complete system for using AI to create content that's actually worth reading - content that…",216,https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,"index, follow (default)",en,Robert DeVore,Plan. Prompt. Publish. A Practical Guide to Creating Beautifully Useful Content with AI,"Most people use AI to make bad content faster. This guide flips that on its head. Over the next 9 days, I'm breaking down a complete system for using AI to create content that's actually worth reading - content that…",https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,article,,summary,Plan. Prompt. Publish. A Practical Guide to Creating Beautifully Useful Content with AI,"Most people use AI to make bad content faster. This guide flips that on its head. Over the next 9 days, I'm breaking down a complete system for using AI to create content that's actually worth reading - content that…",,False,False,
after,https://robertdevore.com/projects/,templates/page-projects.html,project-index,Software Projects | Robert DeVore,33,"Programming-language infrastructure, developer tools, agent workflows, and local-first systems built by Robert DeVore.",118,https://robertdevore.com/projects/,"index, follow (default)",en,Robert DeVore,Software Projects,"Programming-language infrastructure, developer tools, agent workflows, and local-first systems built by Robert DeVore.",https://robertdevore.com/projects/,website,,summary,Software Projects,"Programming-language infrastructure, developer tools, agent workflows, and local-first systems built by Robert DeVore.",,False,False,
after,https://robertdevore.com/projects/agents-sdk/,content/projects/agents-sdk.md,project,Kujo Agents SDK | Robert DeVore,31,"Runtime primitives and examples for building bounded, testable agents with Kujo.",80,https://robertdevore.com/projects/agents-sdk/,"index, follow (default)",en,Robert DeVore,Kujo Agents SDK,"Runtime primitives and examples for building bounded, testable agents with Kujo.",https://robertdevore.com/projects/agents-sdk/,article,,summary,Kujo Agents SDK,"Runtime primitives and examples for building bounded, testable agents with Kujo.",,False,False,
after,https://robertdevore.com/projects/dispatch/,content/projects/dispatch.md,project,Dispatch | Robert DeVore,24,"Reliable AI workflow orchestration with resumable runs, approvals, policies, and trace artifacts.",97,https://robertdevore.com/projects/dispatch/,"index, follow (default)",en,Robert DeVore,Dispatch,"Reliable AI workflow orchestration with resumable runs, approvals, policies, and trace artifacts.",https://robertdevore.com/projects/dispatch/,article,,summary,Dispatch,"Reliable AI workflow orchestration with resumable runs, approvals, policies, and trace artifacts.",,False,False,
after,https://robertdevore.com/projects/kujo/,content/projects/kujo.md,project,Kujo | Robert DeVore,20,The programming language and ecosystem at the center of Robert DeVore's current systems work.,93,https://robertdevore.com/projects/kujo/,"index, follow (default)",en,Robert DeVore,Kujo,The programming language and ecosystem at the center of Robert DeVore's current systems work.,https://robertdevore.com/projects/kujo/,article,,summary,Kujo,The programming language and ecosystem at the center of Robert DeVore's current systems work.,,False,False,
after,https://robertdevore.com/projects/lens/,content/projects/lens.md,project,Lens | Robert DeVore,20,Deterministic browser and visual QA workflows for local web projects.,69,https://robertdevore.com/projects/lens/,"index, follow (default)",en,Robert DeVore,Lens,Deterministic browser and visual QA workflows for local web projects.,https://robertdevore.com/projects/lens/,article,,summary,Lens,Deterministic browser and visual QA workflows for local web projects.,,False,False,
after,https://robertdevore.com/projects/sitekit/,content/projects/sitekit.md,project,SiteKit | Robert DeVore,23,"An AI-readable, human-verifiable design system and semantic component library.",78,https://robertdevore.com/projects/sitekit/,"index, follow (default)",en,Robert DeVore,SiteKit,"An AI-readable, human-verifiable design system and semantic component library.",https://robertdevore.com/projects/sitekit/,article,,summary,SiteKit,"An AI-readable, human-verifiable design system and semantic component library.",,False,False,
after,https://robertdevore.com/projects/ssg/,content/projects/ssg.md,project,Kujo SSG | Robert DeVore,24,"A deterministic static-site generator with visible content, templates, metadata, feeds, and release checks.",107,https://robertdevore.com/projects/ssg/,"index, follow (default)",en,Robert DeVore,Kujo SSG,"A deterministic static-site generator with visible content, templates, metadata, feeds, and release checks.",https://robertdevore.com/projects/ssg/,article,,summary,Kujo SSG,"A deterministic static-site generator with visible content, templates, metadata, feeds, and release checks.",,False,False,
after,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,content/posts/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1.md,article,Release Notes: Back In Stock Notifications for WooCommerce® (free) v1.0.1 | Robert DeVore,89,"I’m happy to announce the release of Back In Stock Notifications for WooCommerce® (free) v1.0.1 ! This release focuses on improving the plugin’s performance, especially for sites that manage large volumes of waitlisted…",219,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,"index, follow (default)",en,Robert DeVore,Release Notes: Back In Stock Notifications for WooCommerce® (free) v1.0.1,"I’m happy to announce the release of Back In Stock Notifications for WooCommerce® (free) v1.0.1 ! This release focuses on improving the plugin’s performance, especially for sites that manage large volumes of waitlisted…",https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,article,,summary,Release Notes: Back In Stock Notifications for WooCommerce® (free) v1.0.1,"I’m happy to announce the release of Back In Stock Notifications for WooCommerce® (free) v1.0.1 ! This release focuses on improving the plugin’s performance, especially for sites that manage large volumes of waitlisted…",,False,False,
after,https://robertdevore.com/relentless/,content/posts/relentless.md,article,Relentless | Robert DeVore,26,"I will hold $1,000,000 in my hands. Bold statement, right? Well, if fortune favors the bold, I plan on cashing in on it. I understand that overnight success doesn't mean that tomorrow morning I'll wake up and be rich.…",218,https://robertdevore.com/relentless/,"index, follow (default)",en,Robert DeVore,Relentless,"I will hold $1,000,000 in my hands. Bold statement, right? Well, if fortune favors the bold, I plan on cashing in on it. I understand that overnight success doesn't mean that tomorrow morning I'll wake up and be rich.…",https://robertdevore.com/relentless/,article,,summary,Relentless,"I will hold $1,000,000 in my hands. Bold statement, right? Well, if fortune favors the bold, I plan on cashing in on it. I understand that overnight success doesn't mean that tomorrow morning I'll wake up and be rich.…",,False,False,
after,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,content/posts/rethinking-keyword-research-in-the-age-of-ai.md,article,Rethinking Keyword Research in the Age of AI | Robert DeVore,60,"Most people think keyword research means opening up Ahrefs , dumping out a spreadsheet, and calling it a day. That’s not strategy – that’s inventory . I believe that with the help of AI you can go way beyond the surface…",220,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,"index, follow (default)",en,Robert DeVore,Rethinking Keyword Research in the Age of AI,"Most people think keyword research means opening up Ahrefs , dumping out a spreadsheet, and calling it a day. That’s not strategy – that’s inventory . I believe that with the help of AI you can go way beyond the surface…",https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,article,,summary,Rethinking Keyword Research in the Age of AI,"Most people think keyword research means opening up Ahrefs , dumping out a spreadsheet, and calling it a day. That’s not strategy – that’s inventory . I believe that with the help of AI you can go way beyond the surface…",,False,False,
after,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,content/posts/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses.md,article,Reusable Flask Error Handling: A Step-by-Step Guide to Modular HTTP Error Responses | Robert DeVore,99,"I don’t know about you, but in code and in real life, I hate repeating myself 🤦‍♂️ And after building the Savage Scanner and Vuln Search apps, I realized quickly that I’ll be creating a lot of the same code for my Flask…",220,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,"index, follow (default)",en,Robert DeVore,Reusable Flask Error Handling: A Step-by-Step Guide to Modular HTTP Error Responses,"I don’t know about you, but in code and in real life, I hate repeating myself 🤦‍♂️ And after building the Savage Scanner and Vuln Search apps, I realized quickly that I’ll be creating a lot of the same code for my Flask…",https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,article,,summary,Reusable Flask Error Handling: A Step-by-Step Guide to Modular HTTP Error Responses,"I don’t know about you, but in code and in real life, I hate repeating myself 🤦‍♂️ And after building the Savage Scanner and Vuln Search apps, I realized quickly that I’ll be creating a lot of the same code for my Flask…",,False,False,
after,https://robertdevore.com/run-a-tor-relay/,content/posts/run-a-tor-relay.md,article,Run a Tor relay | Robert DeVore,31,"Tor is an important tool for your privacy, security and freedom of speech. In an increasingly Orwellian world, Tor has become one of the most important tools, in my opinion, for you to be truly free online. I would like…",220,https://robertdevore.com/run-a-tor-relay/,"index, follow (default)",en,Robert DeVore,Run a Tor relay,"Tor is an important tool for your privacy, security and freedom of speech. In an increasingly Orwellian world, Tor has become one of the most important tools, in my opinion, for you to be truly free online. I would like…",https://robertdevore.com/run-a-tor-relay/,article,,summary,Run a Tor relay,"Tor is an important tool for your privacy, security and freedom of speech. In an increasingly Orwellian world, Tor has become one of the most important tools, in my opinion, for you to be truly free online. I would like…",,False,False,
after,https://robertdevore.com/say-goodbye-to-wordpress/,content/posts/say-goodbye-to-wordpress.md,article,Say Goodbye to WordPress | Robert DeVore,40,"I’ve spent the past two decades working in the WordPress ecosystem – building, fixing, debugging, migrating, and patching sites for clients large and small. Here’s what I’ve learned: Most of those sites never needed…",216,https://robertdevore.com/say-goodbye-to-wordpress/,"index, follow (default)",en,Robert DeVore,Say Goodbye to WordPress,"I’ve spent the past two decades working in the WordPress ecosystem – building, fixing, debugging, migrating, and patching sites for clients large and small. Here’s what I’ve learned: Most of those sites never needed…",https://robertdevore.com/say-goodbye-to-wordpress/,article,,summary,Say Goodbye to WordPress,"I’ve spent the past two decades working in the WordPress ecosystem – building, fixing, debugging, migrating, and patching sites for clients large and small. Here’s what I’ve learned: Most of those sites never needed…",,False,False,
after,https://robertdevore.com/set-featured-images-programatically-wordpress/,content/posts/set-featured-images-programatically-wordpress.md,article,Set Featured Images Programmatically in WordPress | Robert DeVore,65,"Recently, I found myself needing to auto-set 300+ featured images for a customers WooCommerce store. After the initial panic phased itself out, I took a couple of deep breathes and realized I've done a few kinda-sorta…",218,https://robertdevore.com/set-featured-images-programatically-wordpress/,"index, follow (default)",en,Robert DeVore,Set Featured Images Programmatically in WordPress,"Recently, I found myself needing to auto-set 300+ featured images for a customers WooCommerce store. After the initial panic phased itself out, I took a couple of deep breathes and realized I've done a few kinda-sorta…",https://robertdevore.com/set-featured-images-programatically-wordpress/,article,,summary,Set Featured Images Programmatically in WordPress,"Recently, I found myself needing to auto-set 300+ featured images for a customers WooCommerce store. After the initial panic phased itself out, I took a couple of deep breathes and realized I've done a few kinda-sorta…",,False,False,
after,https://robertdevore.com/slackedd/,content/posts/slackedd.md,article,Slackedd | Robert DeVore,24,"Towards the end of last year, I tweeted that I was working on something with the Easy Digital Downloads payment success function, and today I am able to share the fruits of that labor. Slackedd WordPress plugin Receive…",219,https://robertdevore.com/slackedd/,"index, follow (default)",en,Robert DeVore,Slackedd,"Towards the end of last year, I tweeted that I was working on something with the Easy Digital Downloads payment success function, and today I am able to share the fruits of that labor. Slackedd WordPress plugin Receive…",https://robertdevore.com/slackedd/,article,,summary,Slackedd,"Towards the end of last year, I tweeted that I was working on something with the Easy Digital Downloads payment success function, and today I am able to share the fruits of that labor. Slackedd WordPress plugin Receive…",,False,False,
after,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,content/posts/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing.md,article,Just Released: Stattic v.0.3.0 | Robert DeVore,46,"Another release. Another step forward. Stattic v0.3.0 isn’t a flashy overhaul – it’s a focused upgrade that makes the core tighter, the output cleaner, and the tooling smarter. Here’s what’s new (and why it matters): 📦…",219,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,"index, follow (default)",en,Robert DeVore,Just Released: Stattic v.0.3.0,"Another release. Another step forward. Stattic v0.3.0 isn’t a flashy overhaul – it’s a focused upgrade that makes the core tighter, the output cleaner, and the tooling smarter. Here’s what’s new (and why it matters): 📦…",https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,article,,summary,Just Released: Stattic v.0.3.0,"Another release. Another step forward. Stattic v0.3.0 isn’t a flashy overhaul – it’s a focused upgrade that makes the core tighter, the output cleaner, and the tooling smarter. Here’s what’s new (and why it matters): 📦…",,False,False,
after,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,content/posts/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator.md,article,Stattic v1.0: The World’s Fastest Python-based Static Site Generator | Robert DeVore,84,"Over the last few months, I’ve gone all-in on Python. Not just because it's powerful - but because it’s accessible. I've been building tools , writing tutorials , dropping full cipher projects , and even releasing a…",216,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,"index, follow (default)",en,Robert DeVore,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,"Over the last few months, I’ve gone all-in on Python. Not just because it's powerful - but because it’s accessible. I've been building tools , writing tutorials , dropping full cipher projects , and even releasing a…",https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,article,,summary,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,"Over the last few months, I’ve gone all-in on Python. Not just because it's powerful - but because it’s accessible. I've been building tools , writing tutorials , dropping full cipher projects , and even releasing a…",,False,False,
after,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,content/posts/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford.md,article,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford | Robert DeVore,105,"If you run an agency – whether it’s maintenance, web development, marketing, branding, or anything in between – you probably think security is someone else’s problem. Spoiler alert: it’s yours. You build websites, run…",218,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,"index, follow (default)",en,Robert DeVore,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford,"If you run an agency – whether it’s maintenance, web development, marketing, branding, or anything in between – you probably think security is someone else’s problem. Spoiler alert: it’s yours. You build websites, run…",https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,article,,summary,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford,"If you run an agency – whether it’s maintenance, web development, marketing, branding, or anything in between – you probably think security is someone else’s problem. Spoiler alert: it’s yours. You build websites, run…",,False,False,
after,https://robertdevore.com/tag/,generated listing/archive,tag-archive,Writing Tags | Robert DeVore,28,Browse Robert DeVore's writing by topic tag.,44,https://robertdevore.com/tag/,"index, follow (default)",en,Robert DeVore,Writing Tags,Browse Robert DeVore's writing by topic tag.,https://robertdevore.com/tag/,website,,summary,Writing Tags,Browse Robert DeVore's writing by topic tag.,,False,False,
after,https://robertdevore.com/tag/ai/,content/tag/ai.md,tag-archive,Tag: AI | Robert DeVore,23,Browse Robert DeVore's writing filed under the AI tag.,54,https://robertdevore.com/tag/ai/,"index, follow (default)",en,Robert DeVore,Tag: AI,Browse Robert DeVore's writing filed under the AI tag.,https://robertdevore.com/tag/ai/,article,,summary,Tag: AI,Browse Robert DeVore's writing filed under the AI tag.,,False,False,
after,https://robertdevore.com/tag/archive/,content/tag/archive.md,tag-archive,Tag: Archive | Robert DeVore,28,Browse Robert DeVore's writing filed under the Archive tag.,59,https://robertdevore.com/tag/archive/,"index, follow (default)",en,Robert DeVore,Tag: Archive,Browse Robert DeVore's writing filed under the Archive tag.,https://robertdevore.com/tag/archive/,article,,summary,Tag: Archive,Browse Robert DeVore's writing filed under the Archive tag.,,False,False,
